"조사연도","가구고유번호(MD제공용)","가구원고유번호(MD제공용)","[가구원 정보] 성별","[가구원 정보] 만나이","[가구원 정보] 가구주와의 관계","[가구원 정보] 동거여부","[가구원 정보] 교육정도_최종학력","[가구원 정보] 교육정도_수료여부","[가구원 정보] 혼인상태","[가구원 정보] 종사상 지위","[가구원 정보] 등록장애인 여부(2013년~)","[가구원 정보] 귀화·인지에 의한 국적취득 또는 외국인 여부(2013년~)"
2019,922700301,922700301004,2,14,3,2,2,2,,,2,2
2019,922700311,922700311001,1,61,1,2,3,1,2,2,2,2
2019,922700311,922700311002,2,57,2,2,3,1,2,1,2,2
2019,922700321,922700321001,2,69,1,1,2,1,3,4,2,2
2019,922700351,922700351001,1,70,1,2,2,1,2,4,2,2
2019,922700351,922700351002,2,61,2,2,2,1,2,1,2,2
2019,922700351,922700351003,2,42,3,2,3,1,1,7,1,2
2019,922700361,583600301002,2,36,1,2,5,1,2,7,2,2
2019,922700361,922700361001,1,34,2,2,4,1,2,2,2,2
2019,922700361,922700361002,1,1,3,2,1,,,,2,2
2019,922800221,922800221001,1,33,1,2,4,1,2,3,2,2
2019,922800221,922800221002,2,24,2,2,4,1,2,7,2,2
2019,922800231,922800231001,1,56,1,2,5,1,2,2,2,2
2019,922800231,922800231002,2,55,2,2,4,1,2,2,2,2
2019,922800231,922800231003,1,29,3,2,5,1,1,1,2,2
2019,922800231,922800231004,1,20,3,2,5,2,1,7,2,2
2019,922800251,922800251001,1,39,1,2,6,1,2,1,2,2
2019,922800251,922800251002,2,35,2,2,6,1,2,2,2,2
2019,922800251,922800251003,2,7,3,2,2,2,,,2,2
2019,922800251,922800251004,2,2,3,2,1,,,,2,2
2019,922800271,922800271001,1,56,1,2,2,1,4,7,2,2
2019,922800271,922800271002,1,26,3,2,4,1,1,1,2,2
2019,922800291,922800291001,1,38,1,1,6,1,1,6,2,2
2019,922800311,922800311001,1,65,1,2,4,1,2,1,2,2
2019,922800311,922800311002,2,60,2,2,4,1,2,7,2,2
2019,922800321,922800321001,1,61,1,2,3,1,2,7,2,2
2019,922800321,922800321002,2,58,2,2,2,1,2,7,2,2
2019,922800351,922800351001,1,61,1,2,4,1,2,1,2,2
2019,922800351,922800351002,2,60,2,2,3,1,2,4,2,2
2019,922800351,922800351003,1,37,3,2,6,1,1,1,2,2
2019,922900221,922900221001,1,50,2,2,5,1,2,3,2,2
2019,922900221,922900221002,2,46,1,2,5,1,2,4,2,2
2019,922900221,922900221003,1,18,3,2,6,2,1,7,2,2
2019,922900231,922900231001,2,26,1,2,6,1,1,2,2,2
2019,922900231,922900231002,1,24,8,2,5,4,1,2,2,2
2019,922900241,922900241001,1,76,1,2,4,1,2,7,2,2
2019,922900241,922900241002,2,71,2,2,3,1,2,7,2,2
2019,922900251,922900251001,1,27,1,1,6,1,1,1,2,2
2019,922900261,922900261001,1,70,1,2,4,1,2,7,2,2
2019,922900261,922900261002,2,64,2,2,2,1,2,7,2,2
2019,922900261,922900261003,1,40,3,2,6,4,1,7,2,2
2019,922900271,922900271001,1,56,2,2,4,1,2,7,1,2
2019,922900271,922900271002,2,54,1,2,4,1,2,2,2,2
2019,922900281,922900281001,1,45,1,2,4,1,2,1,2,2
2019,922900281,922900281002,2,41,2,2,4,1,2,2,2,2
2019,922900281,922900281003,1,19,3,4,6,2,1,7,2,2
2019,922900281,922900281004,2,16,3,2,4,2,1,7,2,2
2019,922900281,922900281005,1,10,3,2,2,2,,,2,2
2019,922900321,922900321001,1,50,1,2,6,1,2,1,2,2
2019,922900321,922900321003,2,48,2,2,4,1,2,7,2,2
2019,922900331,922900331001,1,66,1,2,3,1,2,4,2,2
2019,922900331,922900331002,2,60,2,2,2,1,2,5,2,2
2019,922900331,922900331003,1,41,4,2,7,1,2,7,2,2
2019,922900331,922900331004,2,40,4,2,6,1,2,6,2,2
2019,922900331,922900331005,2,8,5,2,2,2,,,2,2
2019,922900331,922900331006,2,5,5,2,1,,,,2,2
2019,922900331,922900331007,2,4,5,2,1,,,,2,2
2019,922900341,922900341001,1,60,1,2,3,1,2,4,2,2
2019,922900341,922900341002,2,52,2,2,3,1,2,5,2,2
2019,922900351,922900351001,2,77,1,1,2,1,3,2,2,2
2019,923501201,923501201001,1,63,1,2,3,1,2,4,2,2
2019,923501201,923501201002,2,59,2,2,3,1,2,5,2,2
2019,923501211,923501211001,1,68,1,1,4,1,3,7,2,2
2019,923501221,923501221001,1,63,1,2,7,1,2,1,2,2
2019,923501221,923501221002,2,60,2,2,6,1,2,7,2,2
2019,923501241,923501241001,1,51,1,2,7,1,2,6,2,2
2019,923501241,923501241002,2,52,2,2,6,1,2,7,2,2
2019,923501241,923501241003,2,20,3,4,6,2,1,7,2,2
2019,923501241,923501241004,2,18,3,4,6,2,1,7,2,2
2019,923501251,923501251002,1,49,1,1,5,1,1,1,1,2
2019,923503341,923503341001,1,44,1,2,6,4,2,1,2,2
2019,923503341,923503341002,2,42,2,2,5,1,2,2,2,2
2019,923503341,923503341003,2,9,3,2,2,2,,,2,2
2019,923503341,923503341004,1,8,3,2,2,2,,,2,2
2019,923503351,923503351001,1,35,1,2,5,1,2,1,2,2
2019,923503351,923503351002,2,36,2,2,5,1,2,7,2,2
2019,923503351,923503351003,1,2,3,2,1,,,,2,2
2019,923503351,923503351004,2,0,3,2,1,,,,2,2
2019,923503361,923503361001,1,50,1,1,4,1,4,1,2,2
2019,923503381,923503381001,1,57,1,2,6,1,2,1,2,2
2019,923503381,923503381002,2,54,2,2,5,1,2,6,2,2
2019,923503391,923503391001,1,64,1,2,4,1,2,4,2,2
2019,923503391,923503391002,2,57,2,2,4,1,2,5,2,2
2019,923600201,923600201001,1,64,1,2,4,1,2,7,2,2
2019,923600201,923600201002,2,61,2,2,4,1,2,4,2,2
2019,923600211,923600211001,1,58,1,2,6,1,2,3,2,2
2019,923600211,923600211002,2,55,2,2,4,1,2,7,2,2
2019,923600211,923600211003,1,28,3,2,6,1,1,7,2,2
2019,923600211,923600211005,2,82,6,2,2,1,3,7,2,2
2019,923600221,923600221001,1,57,1,2,6,1,2,4,2,2
2019,923600221,923600221002,2,53,2,2,4,1,2,7,2,2
2019,923600221,923600221003,1,27,3,2,6,2,1,7,2,2
2019,923600221,923600221004,2,22,3,2,6,2,1,7,2,2
2019,923600231,923600231001,1,55,1,2,6,1,2,4,2,2
2019,923600231,923600231002,2,52,2,2,4,1,2,1,2,2
2019,923600231,923600231003,2,25,3,2,6,1,1,7,2,2
2019,923600231,923600231004,2,22,3,2,6,1,1,7,2,2
2019,923600251,923600251001,2,73,1,1,2,1,3,7,2,2
2019,923700201,923700201001,1,59,1,1,4,1,3,2,2,2
2019,923700211,923700211001,1,56,1,2,4,1,2,2,2,2
2019,923700211,923700211002,2,57,2,2,3,1,2,7,2,2
2019,923700211,923700211003,1,25,3,2,5,3,1,2,2,2
2019,923700221,923700221001,1,47,1,2,4,1,2,1,2,2
2019,923700221,923700221002,2,45,2,2,4,1,2,1,2,2
2019,923700221,923700221003,1,18,3,2,4,2,1,7,2,2
2019,923700221,923700221004,1,16,3,2,4,2,1,7,2,2
2019,923700241,923700241001,1,82,1,1,2,1,3,7,1,2
2019,923700251,923700251001,2,38,1,2,4,1,4,2,2,2
2019,923700251,923700251002,2,13,3,2,3,2,,,2,2
2019,923700251,923700251003,1,11,3,2,2,2,,,2,2
2019,923800201,923800201001,1,53,1,3,5,1,2,1,2,2
2019,923800201,923800201002,2,53,2,2,4,1,2,2,2,2
2019,923800201,923800201003,1,25,3,3,5,1,1,4,2,2
2019,923800201,923800201004,1,24,3,2,5,3,1,7,2,2
2019,923800211,923800211001,1,52,1,2,5,1,2,1,2,2
2019,923800211,923800211002,2,51,2,2,5,1,2,7,2,2
2019,923800211,923800211003,2,24,3,2,4,1,1,7,2,2
2019,923800211,923800211004,1,20,3,2,4,1,1,7,2,2
2019,923800231,923800231001,1,44,1,2,4,1,2,3,2,2
2019,923800231,923800231002,2,39,2,2,4,1,2,7,2,2
2019,923800231,923800231003,1,18,3,2,4,2,1,7,2,2
2019,923800231,923800231004,1,15,3,2,4,2,1,7,2,2
2019,923800231,923800231005,2,9,3,2,2,2,,,2,2
2019,923800241,923800241001,1,57,1,2,3,1,2,2,2,2
2019,923800241,923800241002,2,49,2,2,3,1,2,1,2,2
2019,923900201,923900201001,1,34,1,2,7,1,2,1,2,2
2019,923900201,923900201002,2,32,2,2,6,1,2,1,2,2
2019,923900201,923900201003,2,1,3,2,1,,,,2,2
2019,923900211,923900211001,2,31,1,2,4,1,1,2,2,2
2019,923900211,923900211002,1,5,3,2,1,,,,2,2
2019,923900221,923900221001,2,72,1,1,2,1,3,7,2,2
2019,923900231,923900231001,1,59,1,2,4,1,2,2,2,2
2019,923900231,923900231002,2,59,2,2,4,1,2,7,2,2
2019,923900231,923900231003,2,23,3,2,6,2,1,7,2,2
2019,924501251,924501251001,1,69,1,1,2,1,4,2,2,2
2019,924501271,924501271001,1,28,3,2,4,1,1,7,2,2
2019,924501271,924501271002,1,65,1,2,3,1,2,7,2,2
2019,924501271,924501271003,2,58,2,2,3,1,2,2,2,2
2019,924503311,924503311001,1,48,1,2,4,1,2,4,2,2
2019,924503311,924503311002,2,41,2,2,4,1,2,2,2,2
2019,924503311,924503311003,1,13,3,4,3,2,,,2,2
2019,924503321,924503321001,1,50,1,2,4,1,2,1,2,2
2019,924503321,924503321002,2,48,2,2,4,1,2,1,2,2
2019,924503321,924503321003,2,21,3,3,4,1,1,1,2,2
2019,924503321,924503321004,2,14,3,2,3,2,,,2,2
2019,925501211,925501211001,1,54,1,2,4,1,2,4,2,2
2019,925501211,925501211002,2,49,2,2,4,1,2,7,2,2
2019,925501211,925501211003,1,25,3,2,6,1,1,1,2,2
2019,925501211,925501211004,2,22,3,2,6,2,1,7,2,2
2019,925501221,925501221001,1,68,1,2,4,1,2,1,1,2
2019,925501221,925501221002,2,63,2,2,4,1,2,7,2,2
2019,925501231,925501231001,1,65,1,2,2,1,2,1,2,2
2019,925501231,925501231002,2,64,2,2,3,1,2,2,2,2
2019,925501231,925501231003,2,35,3,2,4,1,1,7,2,2
2019,925501241,925501241001,1,52,1,2,6,1,2,1,2,2
2019,925501241,925501241002,2,47,2,2,4,1,2,7,2,1
2019,925501241,925501241003,2,15,3,2,3,2,1,7,2,2
2019,925501241,925501241004,2,10,3,2,2,2,,,2,2
2019,925501241,925501241005,1,8,3,2,2,2,,,2,2
2019,925501251,925501251001,1,50,1,2,6,1,2,1,2,2
2019,925501251,925501251002,2,46,2,2,6,1,2,1,2,2
2019,925501251,925501251003,2,22,3,2,5,1,1,7,2,2
2019,925501251,925501251004,2,22,3,2,6,2,1,7,2,2
2019,925503361,925503361001,1,54,1,2,4,1,2,7,2,2
2019,925503361,925503361002,2,49,2,2,4,1,2,7,2,2
2019,925503361,925503361003,2,24,3,3,6,1,1,7,2,2
2019,925503371,925503371001,1,53,1,2,4,1,2,4,2,2
2019,925503371,925503371002,2,50,2,2,4,1,2,5,2,2
2019,925503371,925503371003,1,25,3,2,6,1,1,7,2,2
2019,925503371,925503371004,2,19,3,4,6,2,1,7,2,2
2019,925503381,925503381001,1,86,1,2,2,1,2,7,2,2
2019,925503381,925503381002,2,81,2,2,2,1,2,7,2,2
2019,925503391,925503391001,2,68,1,1,1,,3,7,2,2
2019,926501271,926501271002,2,46,1,2,5,1,3,2,2,2
2019,926501271,926501271003,1,21,3,2,6,3,1,7,2,2
2019,926501271,926501271004,2,19,3,2,5,2,1,7,2,2
2019,926501281,926501281001,1,48,1,2,6,1,2,1,2,2
2019,926501281,926501281002,2,48,2,2,6,1,2,1,2,2
2019,926501281,926501281003,2,19,3,2,4,1,1,7,2,2
2019,926501281,926501281004,1,16,3,2,4,2,1,7,2,2
2019,926501281,926501281005,2,79,6,2,1,,3,7,2,2
2019,926501291,926501291001,1,56,1,2,5,1,2,4,2,2
2019,926501291,926501291002,2,56,2,2,4,1,2,5,2,2
2019,926503301,926503301001,1,79,1,2,2,1,2,7,2,2
2019,926503301,926503301002,2,75,2,2,2,1,2,7,2,2
2019,926503351,926503351002,2,42,1,2,6,1,4,3,2,2
2019,926503351,926503351003,2,11,3,2,2,2,,,2,2
2019,926503351,926503351004,1,6,3,2,2,2,,,2,2
2019,927501221,927501221001,1,66,1,2,4,1,2,7,2,2
2019,927501221,927501221002,2,60,2,2,5,1,2,7,2,2
2019,927501221,927501221003,1,36,3,2,6,4,1,7,2,2
2019,927501221,927501221004,1,34,3,2,6,1,1,1,2,2
2019,927501231,927501231001,2,41,1,1,5,1,1,4,2,2
2019,927503341,927503341001,2,85,1,1,1,,3,2,2,2
2019,927503351,927503351001,1,70,1,2,7,1,2,7,2,2
2019,927503351,927503351002,2,58,2,2,4,1,2,7,2,2
2019,927503361,927503361001,1,70,1,2,6,1,2,7,2,2
2019,927503361,927503361002,2,64,2,2,4,1,2,7,2,2
2019,927503371,927503371001,2,50,1,2,4,1,4,4,2,2
2019,927503371,927503371002,2,25,3,3,6,1,1,1,2,2
2019,927503371,927503371003,2,22,3,2,6,2,1,7,2,2
2019,927503381,927503381001,1,59,1,2,4,1,2,2,2,2
2019,927503381,927503381002,2,53,2,2,4,1,2,2,2,2
2019,927503381,927503381003,1,26,3,4,6,1,1,7,2,2
2019,927503381,927503381004,1,24,3,4,6,3,1,7,2,2
2019,928503301,928503301001,1,65,1,1,2,1,3,2,2,2
2019,930504301,930504301001,1,71,1,2,6,1,2,7,2,2
2019,930504301,930504301002,2,66,2,2,6,1,2,7,2,2
2019,930504311,930504311001,1,59,1,2,3,1,3,4,2,2
2019,930504311,930504311002,2,21,3,2,6,3,1,7,2,2
2019,930504311,930504311004,2,19,3,4,4,1,1,7,2,2
2019,930504361,930504361001,1,58,1,2,4,1,2,4,2,2
2019,930504361,930504361002,2,57,2,2,3,1,2,5,2,2
2019,930504361,930504361003,2,86,6,2,1,,3,5,2,2
2019,930504361,930504361004,2,19,3,4,5,2,1,7,2,2
2019,930504381,930504381001,2,67,1,2,2,1,2,7,1,2
2019,930504381,930504381002,1,67,2,2,4,3,2,7,2,2
2019,930600201,636501261004,1,37,1,2,5,1,2,1,2,2
2019,930600201,930600201001,2,35,2,2,5,1,2,7,2,2
2019,930600201,930600201002,2,1,3,2,1,,,,2,2
2019,930600251,930600251001,2,70,1,1,2,1,3,1,2,2
2019,930600291,930600291001,2,42,1,1,6,1,1,1,2,2
2019,930600321,930600321001,1,59,1,2,6,1,2,1,2,2
2019,930600321,930600321002,2,60,2,2,6,1,2,7,2,2
2019,930600331,930600331001,1,60,1,2,3,1,2,4,1,2
2019,930600331,930600331002,2,59,2,2,3,1,2,5,2,2
2019,930600371,930600371001,1,44,1,2,4,1,2,4,2,2
2019,930600371,930600371002,2,53,2,2,4,1,2,2,2,2
2019,930600381,930600381001,1,52,1,2,7,1,2,1,2,2
2019,930600381,930600381002,2,50,2,2,6,1,2,2,2,2
2019,930600381,930600381003,1,22,3,4,5,2,1,7,2,2
2019,930600381,930600381004,2,18,3,2,6,2,1,7,2,2
2019,930600391,930600391001,2,52,1,2,4,1,2,4,2,2
2019,930600391,930600391002,1,58,2,2,4,1,2,5,2,2
2019,930600391,930600391003,1,30,3,2,6,1,1,7,2,2
2019,930600391,930600391004,1,25,3,4,6,1,1,7,2,2
2019,930700261,930700261001,1,79,1,2,4,1,2,4,2,2
2019,930700261,930700261002,2,74,2,2,3,1,2,5,2,2
2019,930700271,930700271001,1,65,1,2,4,1,2,7,2,2
2019,930700271,930700271002,2,60,2,2,4,4,2,1,2,2
2019,930700271,930700271003,2,38,3,2,4,1,1,7,2,2
2019,930700291,930700291001,1,55,1,2,5,1,2,5,2,2
2019,930700291,930700291002,2,43,2,2,4,1,2,3,2,2
2019,930700291,930700291003,1,11,3,2,2,2,,,2,2
2019,930700331,930700331001,1,58,1,2,6,1,1,2,1,2
2019,930700331,930700331002,2,83,6,2,2,1,3,7,2,2
2019,930700341,930700341001,1,63,1,2,2,1,2,2,2,2
2019,930700341,930700341002,2,64,2,2,2,1,2,2,2,2
2019,930700351,930700351001,1,53,1,1,5,1,1,1,2,2
2019,930700361,930700361001,1,57,2,2,2,1,2,7,1,2
2019,930700361,930700361002,2,49,1,2,3,1,2,2,2,2
2019,930700371,930700371001,1,53,1,1,4,1,4,2,2,2
2019,930800231,930800231001,1,53,1,2,4,1,2,4,2,2
2019,930800231,930800231002,2,50,2,2,4,1,2,1,2,2
2019,930800231,930800231003,2,22,3,2,4,1,1,1,2,2
2019,930800231,930800231004,2,20,3,2,4,1,1,1,2,2
2019,930800251,930800251001,1,58,1,2,6,4,2,1,2,2
2019,930800251,930800251002,2,54,2,2,4,1,2,1,2,2
2019,930800251,930800251003,1,26,3,2,7,1,1,7,2,2
2019,930800251,930800251004,1,28,3,3,7,2,1,1,2,2
2019,930800281,930800281001,1,50,1,1,4,1,4,2,2,2
2019,930800291,930800291001,1,50,1,2,6,1,2,1,2,2
2019,930800291,930800291004,2,48,2,2,6,1,2,7,2,2
2019,930800291,930800291005,1,22,3,4,6,2,1,7,2,2
2019,930800291,930800291006,1,16,3,4,4,2,1,7,2,2
2019,930800301,930800301001,1,59,1,2,6,1,2,7,2,2
2019,930800301,930800301002,2,58,2,2,4,1,2,1,2,2
2019,930800311,930800311001,1,69,2,2,4,1,2,7,2,2
2019,930800311,930800311002,2,65,1,2,3,1,2,1,2,2
2019,930800331,930800331001,2,57,1,1,2,1,3,4,2,2
2019,930800341,930800341001,1,62,1,2,6,1,2,1,2,2
2019,930800341,930800341002,2,63,2,2,6,1,2,7,2,2
2019,930800351,930800351001,1,67,1,2,2,1,2,7,2,2
2019,930800351,930800351002,2,65,2,2,2,1,2,7,1,2
2019,930800361,930800361001,2,58,1,1,4,1,4,4,2,2
2019,930800371,930800371001,1,49,1,2,4,1,2,4,2,2
2019,930800371,930800371002,2,48,2,2,5,1,2,1,2,2
2019,930800371,930800371003,2,18,3,2,5,2,1,7,2,2
2019,930800371,930800371004,1,12,3,2,2,2,,,2,2
2019,930800381,930800381001,1,49,1,2,6,1,2,1,2,2
2019,930800381,930800381002,2,47,2,2,6,1,2,7,2,2
2019,930800381,930800381003,1,20,3,2,6,2,1,7,2,2
2019,930800381,930800381004,1,18,3,2,6,2,1,7,2,2
2019,930800381,930800381005,2,11,3,2,2,2,,,2,2
2019,930900211,930900211001,1,30,1,2,4,1,2,1,2,2
2019,930900211,930900211002,2,28,2,2,4,1,2,7,2,2
2019,930900211,930900211003,1,3,3,2,1,,,,2,2
2019,930900221,930900221001,2,52,1,2,4,1,4,1,2,2
2019,930900221,930900221002,2,31,3,2,4,1,1,1,2,2
2019,930900221,930900221003,2,23,3,2,4,1,1,7,2,2
2019,930900231,930900231001,1,53,1,1,2,1,1,7,1,2
2019,930900241,930900241001,1,46,1,2,4,1,2,1,2,2
2019,930900241,930900241002,2,47,2,2,4,1,2,1,2,2
2019,930900241,930900241003,2,18,3,2,6,2,1,7,2,2
2019,930900261,930900261001,1,43,1,2,8,1,2,1,2,2
2019,930900261,930900261002,2,40,2,2,6,1,2,7,2,2
2019,930900261,930900261003,1,2,3,2,1,,,,2,2
2019,930900271,930900271001,1,51,1,2,6,1,2,1,2,2
2019,930900271,930900271002,2,48,2,2,6,1,2,1,2,2
2019,930900271,930900271003,2,21,3,2,6,2,1,7,2,2
2019,930900271,930900271004,2,14,3,2,3,2,,,2,2
2019,930900271,930900271005,1,9,3,2,2,2,,,2,2
2019,930900291,930900291001,1,60,1,2,6,1,2,1,2,2
2019,930900291,930900291002,2,59,2,2,4,1,2,7,2,2
2019,930900291,930900291003,2,22,3,2,6,2,1,7,2,2
2019,930900301,930900301001,1,61,1,2,2,1,2,2,2,2
2019,930900301,930900301002,2,62,2,2,2,1,2,2,2,2
2019,930900311,930900311001,1,86,1,2,5,1,2,7,2,2
2019,930900311,930900311002,2,82,2,2,4,1,2,7,1,2
2019,930900351,930900351001,1,70,1,2,4,1,2,7,2,2
2019,930900351,930900351002,2,60,2,2,6,1,2,7,2,2
2019,930900361,930900361001,1,37,1,2,5,1,2,1,2,2
2019,930900361,930900361002,2,34,2,2,5,1,2,7,2,2
2019,930900361,930900361003,1,3,3,2,1,,,,2,2
2019,930900361,930900361004,1,0,3,2,1,,,,2,2
2019,930900371,930900371001,1,59,1,2,6,1,4,3,2,2
2019,930900371,930900371002,1,31,3,2,5,1,1,1,2,2
2019,930900381,930900381001,1,50,1,2,4,1,2,4,2,2
2019,930900381,930900381002,2,36,2,2,4,1,2,1,2,2
2019,930900381,930900381003,2,7,3,2,2,2,,,2,2
2019,930900391,930900391001,1,50,1,2,4,1,4,4,2,2
2019,930900391,930900391002,1,21,3,2,6,2,1,7,2,2
2019,931600221,931600221001,1,75,1,2,3,1,2,2,2,2
2019,931600221,931600221002,2,68,2,2,2,1,2,7,2,2
2019,931600251,931600251001,1,66,1,1,6,4,4,7,2,2
2019,931600271,931600271001,2,76,1,1,2,1,3,7,2,2
2019,931600281,931600281001,2,66,1,1,2,4,4,7,2,2
2019,931600311,931600311001,1,64,1,2,3,1,2,4,2,2
2019,931600311,931600311002,2,57,2,2,4,1,2,3,2,2
2019,931600331,931600331001,1,62,1,2,5,1,2,2,2,2
2019,931600331,931600331002,2,60,2,2,5,1,2,1,2,2
2019,931600331,931600331003,2,26,3,2,5,1,1,1,2,2
2019,931600331,931600331004,2,24,3,2,6,1,1,7,2,2
2019,931600351,931600351001,1,35,1,2,7,1,2,4,2,2
2019,931600351,931600351002,2,33,2,2,5,1,2,5,2,2
2019,931600351,931600351003,2,1,3,2,1,,,,2,2
2019,931600361,931600361001,2,58,6,2,2,1,4,7,2,2
2019,931600361,931600361002,2,23,1,2,4,1,1,1,2,2
2019,931600361,931600361003,1,18,8,2,4,1,1,1,2,2
2019,931600371,931600371001,1,48,1,2,4,1,2,1,2,2
2019,931600371,931600371002,2,45,2,2,5,1,2,6,2,2
2019,931600371,931600371003,1,19,3,2,6,2,1,7,2,2
2019,931600371,931600371004,1,17,3,2,4,2,1,7,2,2
2019,931600381,931600381001,1,56,1,2,7,1,2,1,2,2
2019,931600381,931600381002,2,53,2,2,6,1,2,2,2,2
2019,931600381,931600381004,2,26,3,2,7,3,1,2,2,2
2019,931600381,931600381005,1,25,3,2,6,3,1,7,2,2
2019,931700201,931700201001,1,51,1,2,5,1,2,7,2,2
2019,931700201,931700201002,2,46,2,2,4,1,2,1,2,2
2019,931700201,931700201003,2,24,3,2,5,1,1,7,2,2
2019,931700201,931700201004,2,22,3,2,6,2,1,7,2,2
2019,931700201,931700201005,2,19,3,2,6,2,1,7,2,2
2019,931700201,931700201006,2,88,6,2,1,,3,7,2,2
2019,931700211,931700211001,1,68,1,2,2,1,2,7,2,2
2019,931700211,931700211002,2,79,2,2,2,4,2,7,1,2
2019,931700241,931700241001,2,79,1,1,1,,3,2,1,2
2019,931700261,931700261001,1,52,1,2,7,1,2,4,2,2
2019,931700261,931700261002,2,52,2,2,6,1,2,6,2,2
2019,931700261,931700261003,1,18,3,2,4,2,1,7,2,2
2019,931700261,931700261004,2,23,3,2,6,1,1,7,2,2
2019,931700271,931700271001,1,42,1,2,3,1,4,2,2,2
2019,931700271,931700271003,2,19,3,2,4,2,1,7,2,2
2019,931700271,931700271004,2,68,6,2,2,1,3,7,2,2
2019,931700301,931700301001,1,53,1,2,6,1,2,1,2,2
2019,931700301,931700301002,2,50,2,2,7,1,2,1,2,2
2019,931700301,931700301003,2,21,3,4,6,2,1,7,2,2
2019,931700301,931700301004,1,24,3,2,6,2,1,7,2,2
2019,931700321,931700321001,1,71,1,2,7,1,2,1,2,2
2019,931700321,931700321002,2,55,2,2,6,1,2,7,2,2
2019,931700331,931700331001,1,62,1,2,4,1,2,2,2,2
2019,931700331,931700331002,2,64,2,2,4,1,2,7,2,2
2019,931700341,931700341002,2,20,3,2,5,2,1,7,2,2
2019,931700341,931700341003,2,16,3,2,4,2,1,7,2,2
2019,931700341,931700341004,1,51,1,2,4,1,2,2,2,2
2019,931700341,931700341005,2,47,2,2,4,1,2,1,2,2
2019,931700361,931700361001,1,79,1,2,6,1,2,7,2,2
2019,931700361,931700361002,2,80,2,2,4,1,2,7,2,2
2019,931700371,931700371001,2,82,1,1,4,1,3,7,1,2
2019,931700381,931700381001,1,57,1,2,4,1,2,4,2,2
2019,931700381,931700381002,2,54,2,2,4,1,2,7,2,2
2019,931700381,931700381003,1,27,3,2,6,1,1,7,2,2
2019,931700391,931700391001,1,46,1,2,4,1,2,1,2,2
2019,931700391,931700391002,2,43,2,2,4,1,2,1,2,2
2019,931700391,931700391003,1,18,3,2,6,2,1,7,2,2
2019,931700391,931700391004,2,15,3,2,4,2,1,7,2,2
2019,931800201,931800201001,1,47,1,2,5,1,2,1,2,2
2019,931800201,931800201002,2,45,2,2,5,1,2,7,2,2
2019,931800201,931800201003,2,20,3,2,6,2,1,7,2,2
2019,931800201,931800201004,1,17,3,2,4,2,1,7,2,2
2019,931800201,931800201005,1,14,3,2,3,2,,,2,2
2019,931800211,931800211001,1,56,1,2,4,1,2,1,2,2
2019,931800211,931800211002,2,52,2,2,4,1,2,7,2,2
2019,931800211,931800211003,1,25,3,2,6,1,1,7,2,2
2019,931800211,931800211004,2,23,3,2,6,1,1,7,2,2
2019,931800221,931800221001,1,48,1,2,4,1,2,1,2,2
2019,931800221,931800221002,2,45,2,2,4,1,2,1,2,2
2019,931800221,931800221003,2,17,3,2,4,2,1,7,2,2
2019,931800221,931800221004,1,13,3,2,3,2,,,2,2
2019,931800231,931800231001,2,31,1,1,4,1,1,1,2,2
2019,931800241,931800241001,1,75,1,2,4,1,2,7,2,2
2019,931800241,931800241002,2,74,2,2,4,4,2,7,2,2
2019,931800251,931800251001,1,21,3,2,4,4,1,1,2,2
2019,931800251,931800251002,1,70,1,2,4,1,3,1,2,2
2019,931800271,931800271001,1,61,1,2,3,1,2,7,2,2
2019,931800271,931800271002,2,62,2,2,3,1,2,7,2,2
2019,931800271,931800271003,1,37,3,2,6,1,1,1,2,2
2019,931800281,931800281001,2,57,1,2,4,1,3,1,2,2
2019,931800281,931800281002,2,29,3,2,6,1,1,2,2,2
2019,931800291,931800291001,1,48,1,1,5,1,1,2,2,2
2019,931800301,931800301001,1,46,1,2,4,1,2,1,2,2
2019,931800301,931800301002,2,42,2,2,5,1,2,3,2,2
2019,931800301,931800301003,2,19,3,2,5,2,1,7,2,2
2019,931800301,931800301004,1,17,3,2,4,2,1,7,2,2
2019,931800311,931800311001,1,36,1,2,6,1,2,1,2,2
2019,931800311,931800311002,2,36,2,2,6,1,2,7,2,2
2019,931800311,931800311003,2,2,3,2,1,,,,2,2
2019,931800321,931800321001,1,66,1,2,2,1,2,4,2,2
2019,931800321,931800321002,2,72,2,2,2,1,2,7,1,2
2019,931800321,931800321003,2,43,3,2,4,1,1,7,2,2
2019,931800321,931800321004,1,40,3,2,4,1,1,1,2,2
2019,931800341,931800341001,1,38,1,2,6,1,2,1,2,2
2019,931800341,931800341002,2,40,2,2,6,1,2,7,2,2
2019,931800341,931800341003,2,9,3,2,2,2,,,2,2
2019,931800341,931800341004,1,5,3,2,1,,,,2,2
2019,931800361,931800361001,1,34,1,2,6,1,2,3,2,2
2019,931800361,931800361002,2,29,2,2,6,1,2,1,2,1
2019,931800391,931800391001,1,56,1,2,4,1,2,1,2,2
2019,931800391,931800391002,2,53,2,2,4,1,2,6,2,2
2019,931900201,931900201001,1,25,1,1,5,1,1,1,2,2
2019,931900211,931900211002,2,59,1,1,7,1,3,7,2,2
2019,931900221,931900221001,1,71,1,1,1,,4,2,2,2
2019,931900241,931900241001,1,31,1,2,5,1,2,1,2,2
2019,931900241,931900241002,2,31,2,2,5,1,2,7,2,2
